Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN5001100000000,Franklin , VT,"26,722     ","25,798     ",924     ,3.5     
CN5001300000000,Grand Isle , VT,"3,941     ","3,786     ",155     ,3.9     
CN5001500000000,Lamoille , VT,"13,380     ","12,841     ",539     ,4.0     
CN5001700000000,Orange , VT,"15,227     ","14,737     ",490     ,3.2     
CN5001900000000,Orleans , VT,"12,770     ","12,178     ",592     ,4.6     
CN5002100000000,Rutland , VT,"28,966     ","27,751     ","1,215     ",4.2     
CN5002300000000,Washington , VT,"32,392     ","31,416     ",976     ,3.0     
CN5002500000000,Windham , VT,"20,410     ","19,506     ",904     ,4.4     
CN5002700000000,Windsor , VT,"28,071     ","27,145     ",926     ,3.3     
CN5100100000000,Accomack , VA,"15,176     ","14,516     ",660     ,4.3     
CN5100300000000,Albemarle , VA,"55,448     ","53,650     ","1,798     ",3.2     
CN5100500000000,Alleghany , VA,"6,512     ","6,245     ",267     ,4.1     
CN5100700000000,Amelia , VA,"5,984     ","5,771     ",213     ,3.6     
CN5100900000000,Amherst , VA,"14,340     ","13,812     ",528     ,3.7     
CN5101100000000,Appomattox , VA,"6,915     ","6,648     ",267     ,3.9     
CN5101300000000,Arlington , VA,"150,721     ","146,210     ","4,511     ",3.0     
CN5101500000000,Augusta , VA,"36,312     ","35,201     ","1,111     ",3.1     
CN5101700000000,Bath , VA,"2,219     ","2,118     ",101     ,4.6     
CN5101900000000,Bedford , VA,"37,256     ","35,981     ","1,275     ",3.4     
CN5102100000000,Bland , VA,"2,720     ","2,627     ",93     ,3.4     
CN5102300000000,Botetourt , VA,"16,976     ","16,463     ",513     ,3.0     
CN5102500000000,Brunswick , VA,"5,708     ","5,350     ",358     ,6.3     
CN5102700000000,Buchanan , VA,"6,130     ","5,717     ",413     ,6.7     
CN5102900000000,Buckingham , VA,"6,205     ","5,879     ",326     ,5.3     
CN5103100000000,Campbell , VA,"24,996     ","24,042     ",954     ,3.8     
CN5103300000000,Caroline , VA,"14,644     ","14,012     ",632     ,4.3     
CN5103500000000,Carroll , VA,"12,778     ","12,255     ",523     ,4.1     
CN5103600000000,Charles City , VA,"3,443     ","3,292     ",151     ,4.4     
CN5103700000000,Charlotte , VA,"5,206     ","5,013     ",193     ,3.7     
CN5104100000000,Chesterfield , VA,"183,962     ","177,248     ","6,714     ",3.6     
CN5104300000000,Clarke , VA,"7,383     ","7,155     ",228     ,3.1     
CN5104500000000,Craig , VA,"2,222     ","2,148     ",74     ,3.3     
CN5104700000000,Culpeper , VA,"24,541     ","23,745     ",796     ,3.2     
CN5104900000000,Cumberland , VA,"4,537     ","4,343     ",194     ,4.3     
CN5105100000000,Dickenson , VA,"4,645     ","4,398     ",247     ,5.3     
CN5105300000000,Dinwiddie , VA,"13,210     ","12,617     ",593     ,4.5     
CN5105700000000,Essex , VA,"5,284     ","5,028     ",256     ,4.8     
CN5105900000000,Fairfax , VA,"614,999     ","593,574     ","21,425     ",3.5     
CN5106100000000,Fauquier , VA,"36,217     ","35,138     ","1,079     ",3.0     
CN5106300000000,Floyd , VA,"8,157     ","7,903     ",254     ,3.1     
CN5106500000000,Fluvanna , VA,"13,572     ","13,130     ",442     ,3.3     
CN5106700000000,Franklin , VA,"25,534     ","24,628     ",906     ,3.5     
CN5106900000000,Frederick , VA,"49,021     ","47,598     ","1,423     ",2.9     
CN5107100000000,Giles , VA,"7,747     ","7,479     ",268     ,3.5     
CN5107300000000,Gloucester , VA,"18,837     ","18,202     ",635     ,3.4     
CN5107500000000,Goochland , VA,"11,232     ","10,887     ",345     ,3.1     
CN5107700000000,Grayson , VA,"7,841     ","7,580     ",261     ,3.3     
CN5107900000000,Greene , VA,"10,165     ","9,861     ",304     ,3.0     
CN5108100000000,Greensville , VA,"4,252     ","4,045     ",207     ,4.9     
CN5108300000000,Halifax , VA,"14,798     ","14,091     ",707     ,4.8     
CN5108500000000,Hanover , VA,"56,895     ","55,208     ","1,687     ",3.0     
CN5108700000000,Henrico , VA,"176,593     ","169,543     ","7,050     ",4.0     
CN5108900000000,Henry , VA,"23,520     ","22,423     ","1,097     ",4.7     
CN5109100000000,Highland , VA,"1,223     ","1,188     ",35     ,2.9     
CN5109300000000,Isle of Wight , VA,"19,026     ","18,366     ",660     ,3.5     
CN5109500000000,James City , VA,"35,844     ","34,422     ","1,422     ",4.0     
CN5109700000000,King and Queen , VA,"3,812     ","3,692     ",120     ,3.1     
CN5109900000000,King George , VA,"13,898     ","13,496     ",402     ,2.9     
CN5110100000000,King William , VA,"9,114     ","8,809     ",305     ,3.3     
CN5110300000000,Lancaster , VA,"5,244     ","4,964     ",280     ,5.3     
CN5110500000000,Lee , VA,"8,030     ","7,705     ",325     ,4.0     
CN5110700000000,Loudoun , VA,"222,649     ","215,775     ","6,874     ",3.1     
CN5110900000000,Louisa , VA,"19,910     ","19,239     ",671     ,3.4     
CN5111100000000,Lunenburg , VA,"5,044     ","4,852     ",192     ,3.8     
CN5111300000000,Madison , VA,"7,329     ","7,148     ",181     ,2.5     
CN5111500000000,Mathews , VA,"3,936     ","3,811     ",125     ,3.2     
CN5111700000000,Mecklenburg , VA,"12,429     ","11,842     ",587     ,4.7     
CN5111900000000,Middlesex , VA,"5,085     ","4,914     ",171     ,3.4     
CN5112100000000,Montgomery , VA,"49,360     ","47,901     ","1,459     ",3.0     
CN5112500000000,Nelson , VA,"7,106     ","6,857     ",249     ,3.5     
CN5112700000000,New Kent , VA,"12,555     ","12,184     ",371     ,3.0     
CN5113100000000,Northampton , VA,"5,359     ","5,071     ",288     ,5.4     
CN5113300000000,Northumberland , VA,"5,503     ","5,236     ",267     ,4.9     
CN5113500000000,Nottoway , VA,"7,029     ","6,772     ",257     ,3.7     
CN5113700000000,Orange , VA,"16,992     ","16,376     ",616     ,3.6     
CN5113900000000,Page , VA,"11,897     ","11,344     ",553     ,4.6     
CN5114100000000,Patrick , VA,"7,016     ","6,701     ",315     ,4.5     
CN5114300000000,Pittsylvania , VA,"29,293     ","28,119     ","1,174     ",4.0     
CN5114500000000,Powhatan , VA,"13,893     ","13,492     ",401     ,2.9     
CN5114700000000,Prince Edward , VA,"9,976     ","9,498     ",478     ,4.8     
CN5114900000000,Prince George , VA,"14,660     ","13,998     ",662     ,4.5     
CN5115300000000,Prince William , VA,"241,803     ","232,243     ","9,560     ",4.0     
CN5115500000000,Pulaski , VA,"15,938     ","15,308     ",630     ,4.0     
CN5115700000000,Rappahannock , VA,"3,584     ","3,480     ",104     ,2.9     
CN5115900000000,Richmond , VA,"3,904     ","3,767     ",137     ,3.5     
CN5116100000000,Roanoke , VA,"47,898     ","46,394     ","1,504     ",3.1     
CN5116300000000,Rockbridge , VA,"10,381     ","9,998     ",383     ,3.7     
CN5116500000000,Rockingham , VA,"41,368     ","40,151     ","1,217     ",2.9     
CN5116700000000,Russell , VA,"10,695     ","10,233     ",462     ,4.3     
CN5116900000000,Scott , VA,"8,792     ","8,477     ",315     ,3.6     
CN5117100000000,Shenandoah , VA,"21,572     ","20,802     ",770     ,3.6     
CN5117300000000,Smyth , VA,"13,524     ","12,977     ",547     ,4.0     
CN5117500000000,Southampton , VA,"8,739     ","8,435     ",304     ,3.5     
CN5117700000000,Spotsylvania , VA,"66,679     ","64,156     ","2,523     ",3.8     
CN5117900000000,Stafford , VA,"72,503     ","69,867     ","2,636     ",3.6     
CN5118100000000,Surry , VA,"3,482     ","3,349     ",133     ,3.8     
CN5118300000000,Sussex , VA,"3,593     ","3,359     ",234     ,6.5     
CN5118500000000,Tazewell , VA,"14,995     ","14,210     ",785     ,5.2     
CN5118700000000,Warren , VA,"19,936     ","19,231     ",705     ,3.5     
CN5119100000000,Washington , VA,"25,246     ","24,344     ",902     ,3.6     
CN5119300000000,Westmoreland , VA,"9,508     ","9,087     ",421     ,4.4     
CN5119500000000,Wise , VA,"12,722     ","12,058     ",664     ,5.2     
CN5119700000000,Wythe , VA,"13,516     ","12,972     ",544     ,4.0     
CN5119900000000,York , VA,"31,945     ","30,888     ","1,057     ",3.3     
CN5151000000000,Alexandria city, VA,"97,365     ","93,692     ","3,673     ",3.8     
CN5152000000000,Bristol city, VA,"7,313     ","6,966     ",347     ,4.7     
CN5153000000000,Buena Vista city, VA,"2,961     ","2,846     ",115     ,3.9     
CN5154000000000,Charlottesville city, VA,"24,609     ","23,706     ",903     ,3.7     
CN5155000000000,Chesapeake city, VA,"119,733     ","115,125     ","4,608     ",3.8     
CN5157000000000,Colonial Heights city, VA,"8,169     ","7,778     ",391     ,4.8     
CN5158000000000,Covington city, VA,"2,279     ","2,147     ",132     ,5.8     
CN5159000000000,Danville city, VA,"18,394     ","17,190     ","1,204     ",6.5     
CN5159500000000,Emporia city, VA,"2,336     ","2,153     ",183     ,7.8     
CN5160000000000,Fairfax city, VA,"12,429     ","12,004     ",425     ,3.4     
CN5161000000000,Falls Church city, VA,"8,196     ","7,979     ",217     ,2.6     
CN5162000000000,Franklin city, VA,"3,481     ","3,242     ",239     ,6.9     
CN5163000000000,Fredericksburg city, VA,"13,853     ","13,207     ",646     ,4.7     
CN5164000000000,Galax city, VA,"2,813     ","2,698     ",115     ,4.1     
CN5165000000000,Hampton city, VA,"62,844     ","59,278     ","3,566     ",5.7     
CN5166000000000,Harrisonburg city, VA,"23,996     ","23,027     ",969     ,4.0     
CN5167000000000,Hopewell city, VA,"9,361     ","8,662     ",699     ,7.5     
CN5167800000000,Lexington city, VA,"2,047     ","1,946     ",101     ,4.9     
CN5168000000000,Lynchburg city, VA,"34,699     ","32,939     ","1,760     ",5.1     
CN5168300000000,Manassas city, VA,"20,983     ","20,162     ",821     ,3.9     
CN5168500000000,Manassas Park city, VA,"9,464     ","9,104     ",360     ,3.8     
CN5169000000000,Martinsville city, VA,"5,531     ","5,115     ",416     ,7.5     
CN5170000000000,Newport News city, VA,"86,364     ","81,527     ","4,837     ",5.6     
CN5171000000000,Norfolk city, VA,"107,879     ","101,694     ","6,185     ",5.7     
CN5172000000000,Norton city, VA,"1,604     ","1,525     ",79     ,4.9     
CN5173000000000,Petersburg city, VA,"12,529     ","11,210     ","1,319     ",10.5     
CN5173500000000,Poquoson city, VA,"6,130     ","5,960     ",170     ,2.8     
CN5174000000000,Portsmouth city, VA,"43,482     ","40,574     ","2,908     ",6.7     
CN5175000000000,Radford city, VA,"8,551     ","8,204     ",347     ,4.1     
CN5176000000000,Richmond city, VA,"116,270     ","109,892     ","6,378     ",5.5     
CN5177000000000,Roanoke city, VA,"47,664     ","45,355     ","2,309     ",4.8     
CN5177500000000,Salem city, VA,"12,390     ","11,950     ",440     ,3.6     
CN5179000000000,Staunton city, VA,"11,849     ","11,397     ",452     ,3.8     
CN5180000000000,Suffolk city, VA,"44,227     ","42,283     ","1,944     ",4.4     
CN5181000000000,Virginia Beach city, VA,"224,179     ","215,879     ","8,300     ",3.7     
CN5182000000000,Waynesboro city, VA,"10,298     ","9,873     ",425     ,4.1     
CN5183000000000,Williamsburg city, VA,"6,579     ","6,259     ",320     ,4.9     
CN5184000000000,Winchester city, VA,"14,437     ","13,932     ",505     ,3.5     
CN5300100000000,Adams , WA,"9,611     ","9,080     ",531     ,5.5     
CN5300300000000,Asotin , WA,"10,630     ","10,235     ",395     ,3.7     
CN5300500000000,Benton , WA,"104,773     ","98,915     ","5,858     ",5.6     
CN5300700000000,Chelan , WA,"44,869     ","42,496     ","2,373     ",5.3     
CN5300900000000,Clallam , WA,"29,371     ","27,460     ","1,911     ",6.5     
CN5301100000000,Clark , WA,"246,019     ","232,586     ","13,433     ",5.5     
CN5301300000000,Columbia , WA,"1,813     ","1,718     ",95     ,5.2     
CN5301500000000,Cowlitz , WA,"48,443     ","45,358     ","3,085     ",6.4     
CN5301700000000,Douglas , WA,"21,948     ","20,745     ","1,203     ",5.5     
CN5301900000000,Ferry , WA,"2,327     ","2,121     ",206     ,8.9     
CN5302100000000,Franklin , WA,"43,835     ","40,954     ","2,881     ",6.6     
CN5302300000000,Garfield , WA,821     ,773     ,48     ,5.8     
CN5302500000000,Grant , WA,"47,490     ","44,357     ","3,133     ",6.6     
CN5302700000000,Grays Harbor , WA,"29,083     ","26,828     ","2,255     ",7.8     
CN5302900000000,Island , WA,"36,507     ","34,466     ","2,041     ",5.6     
CN5303100000000,Jefferson , WA,"12,802     ","12,008     ",794     ,6.2     
CN5303300000000,King , WA,"1,278,003     ","1,223,432     ","54,571     ",4.3     
CN5303500000000,Kitsap , WA,"128,186     ","121,720     ","6,466     ",5.0     
CN5303700000000,Kittitas , WA,"21,787     ","20,406     ","1,381     ",6.3     
CN5303900000000,Klickitat , WA,"10,105     ","9,495     ",610     ,6.0     
CN5304100000000,Lewis , WA,"34,798     ","32,614     ","2,184     ",6.3     
CN5304300000000,Lincoln , WA,"4,691     ","4,462     ",229     ,4.9     
CN5304500000000,Mason , WA,"25,112     ","23,362     ","1,750     ",7.0     
CN5304700000000,Okanogan , WA,"19,538     ","18,246     ","1,292     ",6.6     
CN5304900000000,Pacific , WA,"8,569     ","7,894     ",675     ,7.9     
CN5305100000000,Pend Oreille , WA,"5,138     ","4,747     ",391     ,7.6     
CN5305300000000,Pierce , WA,"448,785     ","421,606     ","27,179     ",6.1     
CN5305500000000,San Juan , WA,"8,376     ","7,959     ",417     ,5.0     
CN5305700000000,Skagit , WA,"61,981     ","58,077     ","3,904     ",6.3     
CN5305900000000,Skamania , WA,"5,511     ","5,161     ",350     ,6.4     
CN5306100000000,Snohomish , WA,"437,145     ","415,354     ","21,791     ",5.0     
CN5306300000000,Spokane , WA,"260,902     ","246,886     ","14,016     ",5.4     
CN5306500000000,Stevens , WA,"19,010     ","17,738     ","1,272     ",6.7     
CN5306700000000,Thurston , WA,"145,252     ","137,708     ","7,544     ",5.2     
CN5306900000000,Wahkiakum , WA,"1,357     ","1,267     ",90     ,6.6     
CN5307100000000,Walla Walla , WA,"31,593     ","30,137     ","1,456     ",4.6     
CN5307300000000,Whatcom , WA,"113,751     ","106,929     ","6,822     ",6.0     
CN5307500000000,Whitman , WA,"22,366     ","21,370     ",996     ,4.5     
CN5307700000000,Yakima , WA,"131,217     ","122,071     ","9,146     ",7.0     
CN5400100000000,Barbour , WV,"7,165     ","6,786     ",379     ,5.3     
CN5400300000000,Berkeley , WV,"60,140     ","57,999     ","2,141     ",3.6     
CN5400500000000,Boone , WV,"7,259     ","6,818     ",441     ,6.1     
CN5400700000000,Braxton , WV,"5,097     ","4,753     ",344     ,6.7     
CN5400900000000,Brooke , WV,"9,939     ","9,336     ",603     ,6.1     
CN5401100000000,Cabell , WV,"41,419     ","39,500     ","1,919     ",4.6     
CN5401300000000,Calhoun , WV,"2,495     ","2,237     ",258     ,10.3     
CN5401500000000,Clay , WV,"3,051     ","2,815     ",236     ,7.7     
CN5401700000000,Doddridge , WV,"3,867     ","3,708     ",159     ,4.1     
CN5401900000000,Fayette , WV,"15,981     ","14,987     ",994     ,6.2     
CN5402100000000,Gilmer , WV,"2,321     ","2,160     ",161     ,6.9     
CN5402300000000,Grant , WV,"5,994     ","5,726     ",268     ,4.5     
CN5402500000000,Greenbrier , WV,"15,744     ","15,043     ",701     ,4.5     
CN5402700000000,Hampshire , WV,"11,043     ","10,670     ",373     ,3.4     
CN5402900000000,Hancock , WV,"13,098     ","12,277     ",821     ,6.3     
CN5403100000000,Hardy , WV,"5,672     ","5,393     ",279     ,4.9     
CN5403300000000,Harrison , WV,"33,767     ","32,186     ","1,581     ",4.7     
CN5403500000000,Jackson , WV,"12,040     ","11,356     ",684     ,5.7     
CN5403700000000,Jefferson , WV,"30,391     ","29,451     ",940     ,3.1     
CN5403900000000,Kanawha , WV,"81,818     ","77,575     ","4,243     ",5.2     
CN5404100000000,Lewis , WV,"6,196     ","5,765     ",431     ,7.0     
CN5404300000000,Lincoln , WV,"7,086     ","6,621     ",465     ,6.6     
CN5404500000000,Logan , WV,"11,111     ","10,376     ",735     ,6.6     
CN5404700000000,McDowell , WV,"4,289     ","3,936     ",353     ,8.2     
CN5404900000000,Marion , WV,"25,080     ","23,773     ","1,307     ",5.2     
CN5405100000000,Marshall , WV,"13,367     ","12,532     ",835     ,6.2     
CN5405300000000,Mason , WV,"10,171     ","9,609     ",562     ,5.5     
CN5405500000000,Mercer , WV,"20,622     ","19,377     ","1,245     ",6.0     
CN5405700000000,Mineral , WV,"12,215     ","11,645     ",570     ,4.7     
CN5405900000000,Mingo , WV,"6,220     ","5,663     ",557     ,9.0     
CN5406100000000,Monongalia , WV,"55,827     ","53,636     ","2,191     ",3.9     
CN5406300000000,Monroe , WV,"6,090     ","5,869     ",221     ,3.6     
CN5406500000000,Morgan , WV,"8,532     ","8,236     ",296     ,3.5     
CN5406700000000,Nicholas , WV,"9,085     ","8,541     ",544     ,6.0     
CN5406900000000,Ohio , WV,"20,333     ","19,292     ","1,041     ",5.1     
CN5407100000000,Pendleton , WV,"3,763     ","3,651     ",112     ,3.0     
CN5407300000000,Pleasants , WV,"2,696     ","2,503     ",193     ,7.2     
CN5407500000000,Pocahontas , WV,"3,920     ","3,724     ",196     ,5.0     
CN5407700000000,Preston , WV,"15,649     ","14,943     ",706     ,4.5     
CN5407900000000,Putnam , WV,"26,881     ","25,751     ","1,130     ",4.2     
CN5408100000000,Raleigh , WV,"30,080     ","28,502     ","1,578     ",5.2     
CN5408300000000,Randolph , WV,"12,058     ","11,386     ",672     ,5.6     
CN5408500000000,Ritchie , WV,"4,330     ","4,089     ",241     ,5.6     
